year,month,day,airline,flight_number,origin_airport,destination_airport,departure_delay,arrival_delay,flight_duration
2023,5,3,AirlineE,6804,ATL,BOS,193,448,312
2021,2,17,AirlineB,1053,ORD,CLT,570,300,426
2023,7,22,AirlineE,2424,PHX,DEN,337,-22,207
2022,8,11,AirlineC,8397,LAX,SFO,336,283,211
2022,9,6,AirlineA,2876,SLC,MSP,378,454,294
2022,12,12,AirlineE,3340,SLC,MSP,277,11,284
2023,2,14,AirlineD,7939,DFW,MSP,577,-1,212
2023,3,10,AirlineE,2104,ATL,SFO,103,311,100
2021,5,26,AirlineB,3287,SLC,MSP,139,441,45
2023,3,7,AirlineB,7572,DFW,DEN,159,211,253
2022,2,24,AirlineB,8527,PHX,MIA,458,133,397
2021,8,18,AirlineD,2104,ATL,CLT,355,444,293
2021,7,5,AirlineC,2588,ORD,MSP,304,259,479
2023,7,18,AirlineA,3287,SLC,MIA,197,593,227
2021,6,12,AirlineC,9317,JFK,MSP,49,205,186
2022,4,2,AirlineB,7572,IAH,DEN,317,363,714
2021,7,5,AirlineC,2084,IAH,CLT,5,237,476
2021,3,13,AirlineE,5552,SLC,DEN,324,73,716
2022,1,6,AirlineC,2519,IAH,CLT,-19,467,714
2023,7,14,AirlineA,7572,IAH,BOS,88,588,506
2023,6,25,AirlineD,9423,PHX,LAS,84,153,479
2023,7,28,AirlineA,1711,JFK,LAS,574,234,247
2023,10,24,AirlineD,1188,JFK,CLT,258,10,169
2022,8,12,AirlineA,3705,PHX,BOS,405,315,348
2021,9,9,AirlineB,1525,PHX,MSP,-13,427,377
2022,11,2,AirlineE,3547,PHX,MIA,514,375,299
2021,2,18,AirlineA,2519,ORD,CLT,411,251,398
2022,12,20,AirlineB,9834,SLC,MIA,48,304,426
2021,3,20,AirlineA,9348,LAX,LAS,279,402,455
2021,3,24,AirlineC,5562,LAX,MSP,89,166,629
2022,5,20,AirlineE,1319,ATL,MIA,353,557,529
2021,7,9,AirlineB,5422,JFK,MSP,155,261,324
2021,7,7,AirlineA,7304,ORD,BOS,243,443,658
2023,6,4,AirlineB,6977,JFK,LAS,196,35,671
2022,12,23,AirlineE,5808,IAH,LAS,524,368,532
2023,1,11,AirlineC,6155,PHX,CLT,125,443,555
2021,9,23,AirlineB,4770,IAH,BOS,382,3,630
2021,11,16,AirlineE,3287,LAX,SEA,512,348,356
2022,6,15,AirlineD,9935,ORD,SFO,330,548,486
2022,1,25,AirlineC,4923,SLC,SEA,354,520,179
2022,10,28,AirlineA,3615,IAH,SEA,186,83,629
2022,3,28,AirlineB,8062,IAH,MSP,330,192,473
2023,5,11,AirlineC,7537,LAX,LAS,484,518,590
2022,4,28,AirlineD,2743,SLC,BOS,430,130,226
2022,5,1,AirlineE,8517,SLC,SFO,70,362,639
2023,7,14,AirlineD,1750,JFK,SEA,111,594,679
2023,2,20,AirlineE,9834,IAH,MIA,302,594,300
2021,10,21,AirlineD,2163,LAX,LAS,-7,585,714
2022,9,17,AirlineB,3045,SLC,LAS,215,149,528
2023,4,11,AirlineB,1525,LAX,MIA,181,561,517
2022,4,22,AirlineE,9797,ATL,SFO,442,482,701
2021,10,27,AirlineC,9785,ATL,CLT,41,-23,78
2023,11,14,AirlineE,8433,IAH,DEN,397,236,595
2021,12,25,AirlineE,8397,JFK,CLT,462,31,344
2022,12,25,AirlineA,7543,IAH,CLT,408,97,151
2021,5,25,AirlineE,7669,LAX,SFO,345,392,717
2022,3,8,AirlineD,2654,DFW,DEN,307,45,514
2023,8,25,AirlineB,4119,DFW,LAS,272,425,383
2022,12,9,AirlineE,5422,JFK,SFO,121,504,340
2021,4,12,AirlineE,8019,DFW,BOS,132,551,694
2022,8,23,AirlineD,4770,DFW,SFO,101,120,667
2022,7,9,AirlineB,9935,ATL,BOS,121,568,57
2022,6,24,AirlineE,4981,IAH,CLT,144,322,704
2021,10,28,AirlineE,4456,PHX,MSP,466,143,582
2022,3,16,AirlineD,5012,LAX,LAS,200,286,256
2021,3,9,AirlineE,7735,LAX,SEA,335,480,515
2023,11,1,AirlineE,3664,ATL,LAS,3,378,686
2021,6,17,AirlineA,7216,LAX,MIA,427,550,580
2021,4,9,AirlineB,1964,ATL,SEA,437,151,86
2023,5,18,AirlineC,1106,ATL,DEN,105,505,355
2021,4,8,AirlineB,9727,SLC,CLT,70,519,97
2022,11,3,AirlineB,5315,LAX,CLT,55,457,247
2021,9,19,AirlineB,3705,SLC,BOS,552,-21,640
2022,2,24,AirlineD,7735,ATL,CLT,-30,227,461
2023,5,16,AirlineB,7482,SLC,BOS,276,240,589
2021,6,9,AirlineE,9317,DFW,CLT,84,156,544
2021,6,17,AirlineD,2743,ORD,SFO,37,412,356
2021,8,11,AirlineE,4150,ATL,DEN,207,188,359
2023,5,11,AirlineE,8433,LAX,BOS,594,185,629
2023,3,11,AirlineB,4733,IAH,SFO,131,594,205
2022,9,16,AirlineE,7304,DFW,SEA,239,453,355
2022,3,10,AirlineC,4510,PHX,LAS,430,285,480
2023,7,25,AirlineD,1409,IAH,MIA,388,332,706
2021,8,25,AirlineC,4657,ATL,SEA,232,271,427
2021,6,14,AirlineD,9179,ATL,SEA,485,420,325
2021,2,8,AirlineB,9179,SLC,CLT,17,369,543
2021,5,20,AirlineE,3266,JFK,DEN,27,320,327
2023,6,15,AirlineC,3547,SLC,SFO,45,302,468
2021,3,19,AirlineC,2403,ATL,DEN,418,221,380
2023,9,25,AirlineC,4923,DFW,MIA,113,39,366
2022,8,24,AirlineB,2139,PHX,CLT,203,441,415
2022,4,22,AirlineC,9751,JFK,SFO,92,390,482
2022,8,26,AirlineA,1009,JFK,LAS,-14,549,492
2021,9,28,AirlineC,9005,SLC,BOS,558,311,694
2021,12,3,AirlineE,1106,LAX,SFO,495,59,632
2022,10,21,AirlineB,7669,LAX,MSP,253,446,507
2023,3,21,AirlineC,9928,ORD,LAS,434,510,487
2021,7,19,AirlineC,1409,IAH,MIA,-22,200,375
2022,3,9,AirlineB,9727,PHX,CLT,175,558,408
2023,10,5,AirlineB,6804,ORD,SEA,285,155,148
2021,9,20,AirlineA,7735,ORD,LAS,40,305,367
2021,11,7,AirlineB,7572,ORD,MSP,247,208,267
2022,1,5,AirlineD,2674,IAH,MIA,424,183,434
2021,8,15,AirlineD,5741,ATL,MSP,574,97,140
2021,9,19,AirlineE,2674,ORD,SEA,93,470,664
2022,12,11,AirlineD,1750,ATL,DEN,489,338,534
2022,9,4,AirlineD,4657,JFK,MSP,400,379,147
2022,6,10,AirlineA,1188,DFW,SEA,56,369,527
2021,5,24,AirlineC,1488,ORD,SEA,151,548,54
2021,9,5,AirlineB,4750,SLC,MIA,32,580,259
2023,11,10,AirlineC,9835,IAH,SFO,399,146,223
2023,3,24,AirlineB,7543,LAX,SFO,0,479,253
2022,7,21,AirlineC,3677,PHX,MIA,-4,309,74
2022,1,24,AirlineB,7916,JFK,MSP,582,507,218
2021,2,1,AirlineC,6977,LAX,MSP,37,85,532
2022,7,28,AirlineE,2876,ORD,MIA,288,457,525
2022,3,11,AirlineE,7543,LAX,CLT,474,554,245
2021,4,17,AirlineB,6635,ATL,DEN,67,383,334
2023,2,8,AirlineB,3803,ORD,BOS,306,443,649
2023,9,19,AirlineC,2545,ORD,LAS,402,353,193
2023,12,28,AirlineA,8749,IAH,MIA,172,156,59
2021,11,2,AirlineB,3045,IAH,LAS,-19,555,537
2022,6,7,AirlineE,3621,SLC,SEA,434,239,603
2022,2,24,AirlineC,5061,PHX,LAS,160,231,394
2022,9,15,AirlineA,1344,PHX,BOS,34,344,481
2023,1,18,AirlineB,3615,ATL,CLT,83,93,608
2023,5,5,AirlineC,5386,SLC,MSP,536,54,561
2021,7,27,AirlineE,4733,ORD,SEA,-13,173,407
2023,10,25,AirlineB,4946,JFK,LAS,522,205,588
2021,6,6,AirlineA,1117,ORD,SEA,125,523,669
2022,4,9,AirlineA,3504,DFW,MSP,504,401,532
2022,6,5,AirlineC,2824,LAX,BOS,539,289,258
2023,10,20,AirlineA,9279,IAH,SFO,117,462,209
2021,7,26,AirlineB,8397,IAH,MSP,575,168,299
2022,2,8,AirlineC,6881,IAH,DEN,569,125,255
2022,3,22,AirlineC,2545,PHX,MIA,90,503,363
2023,2,25,AirlineE,8433,ATL,CLT,275,97,599
2023,10,15,AirlineB,9928,PHX,BOS,11,360,306
2021,11,15,AirlineD,9727,ORD,CLT,268,200,580
2021,2,24,AirlineE,3705,PHX,SEA,476,412,476
2021,11,4,AirlineC,8953,DFW,BOS,490,306,474
2023,5,12,AirlineA,5012,LAX,CLT,218,569,551
2021,10,14,AirlineC,6574,SLC,MSP,591,501,436
2021,10,4,AirlineE,9479,LAX,DEN,90,214,414
2023,11,23,AirlineE,7252,IAH,MIA,325,420,516
2023,9,2,AirlineD,6107,IAH,MIA,191,550,230
2021,11,11,AirlineA,4752,IAH,MIA,437,229,412
2023,6,12,AirlineB,5422,SLC,MIA,302,439,695
2022,3,7,AirlineE,6804,PHX,MSP,326,146,556
2021,6,12,AirlineE,9005,ATL,LAS,283,73,137
2023,7,11,AirlineE,5889,ORD,MSP,177,241,542
2022,6,26,AirlineD,8019,ORD,SFO,300,-14,159
2021,10,10,AirlineE,1514,DFW,SFO,377,47,248
2021,2,23,AirlineE,2049,IAH,BOS,119,318,590
2022,7,5,AirlineD,6574,DFW,DEN,301,200,498
2021,4,18,AirlineB,6539,DFW,MIA,476,199,269
2021,4,15,AirlineB,5333,JFK,BOS,219,-9,671
2022,8,14,AirlineE,6038,ATL,MSP,160,501,639
2022,11,19,AirlineD,8749,DFW,LAS,239,411,424
2022,4,11,AirlineE,5304,LAX,SFO,299,222,596
2023,3,4,AirlineE,2160,SLC,LAS,77,588,278
2023,6,23,AirlineE,6977,SLC,BOS,558,24,516
2023,8,16,AirlineE,1188,LAX,SFO,-8,543,504
2023,11,2,AirlineC,5315,ORD,DEN,332,36,327
2023,5,24,AirlineA,9423,SLC,MSP,106,375,265
2023,8,10,AirlineE,2104,DFW,LAS,208,553,565
2022,3,25,AirlineE,1117,PHX,MIA,594,24,411
2023,2,25,AirlineA,4470,LAX,MSP,135,169,299
2023,3,27,AirlineB,9935,SLC,DEN,309,61,141
2022,10,23,AirlineD,7916,IAH,CLT,111,321,232
2021,5,12,AirlineB,2160,IAH,BOS,481,62,233
2022,7,7,AirlineB,5040,LAX,LAS,432,66,581
2022,1,20,AirlineA,4923,JFK,LAS,67,142,46
2023,1,1,AirlineC,9085,DFW,MIA,551,546,428
2021,3,7,AirlineE,5889,ORD,SEA,323,69,203
2023,6,19,AirlineB,2876,ORD,SFO,425,1,682
2021,9,26,AirlineA,2084,DFW,DEN,327,154,649
2023,3,4,AirlineD,4733,ORD,LAS,435,531,443
2022,2,22,AirlineE,1434,PHX,SEA,344,114,290
2022,4,26,AirlineD,1520,PHX,MIA,461,575,146
2023,2,22,AirlineC,9689,IAH,SEA,259,298,183
2022,4,10,AirlineD,3621,IAH,MSP,54,472,69
2022,2,11,AirlineE,9201,IAH,BOS,479,264,101
2023,1,7,AirlineA,5386,ORD,LAS,19,517,73
2021,5,13,AirlineB,9830,JFK,MSP,490,506,227
2023,6,22,AirlineA,7227,LAX,CLT,160,196,372
2021,12,7,AirlineD,4814,JFK,MIA,360,180,164
2022,1,8,AirlineC,6925,IAH,SEA,350,381,90
2021,3,20,AirlineB,4295,DFW,MSP,554,287,254
2023,12,9,AirlineD,1964,JFK,MSP,393,356,329
2021,8,9,AirlineE,5506,IAH,MIA,429,101,273
2021,11,4,AirlineA,9785,SLC,DEN,157,519,380
2021,12,9,AirlineD,6313,DFW,BOS,553,237,156
2021,7,27,AirlineB,5557,SLC,SEA,100,500,81
2022,8,4,AirlineA,3664,JFK,MSP,158,55,114
2021,7,20,AirlineC,2876,ORD,CLT,581,12,560
2021,4,24,AirlineC,1488,JFK,SFO,319,226,224
2022,8,7,AirlineA,1771,IAH,SFO,268,487,110
2021,3,21,AirlineB,8517,SLC,MIA,421,41,296
2023,9,10,AirlineE,3045,ORD,LAS,28,84,111
2022,9,18,AirlineA,9835,ORD,LAS,349,9,191
2021,11,8,AirlineA,9348,JFK,MIA,366,550,167
2021,11,2,AirlineE,2832,LAX,MIA,457,555,705
2022,5,22,AirlineE,2489,SLC,SEA,472,597,301
2022,11,15,AirlineD,8527,SLC,LAS,199,117,338
2023,12,6,AirlineD,9751,ORD,LAS,-9,412,352
2021,1,15,AirlineD,2160,ATL,MSP,98,331,258
2022,7,14,AirlineD,9834,SLC,CLT,367,444,417
2022,6,22,AirlineD,2584,ATL,SEA,192,165,627
2021,12,22,AirlineE,7543,SLC,MSP,353,284,263
2022,3,16,AirlineA,1319,SLC,BOS,392,22,249
2021,6,18,AirlineB,4681,IAH,MSP,154,423,69
2023,4,13,AirlineE,6539,ORD,BOS,546,129,701
2022,10,26,AirlineB,1711,IAH,LAS,449,221,178
2022,6,20,AirlineE,1009,JFK,DEN,36,57,66
2021,1,11,AirlineA,4456,PHX,SEA,124,188,359
2021,6,20,AirlineC,9727,SLC,CLT,316,149,341
2022,2,26,AirlineE,9785,ORD,SFO,395,91,590
2023,7,6,AirlineE,6038,SLC,BOS,225,86,195
2022,2,25,AirlineA,2584,IAH,CLT,358,458,219
2021,10,23,AirlineC,2876,ORD,CLT,-10,473,625
2022,6,3,AirlineC,4257,ORD,SFO,277,373,198
2021,11,7,AirlineC,4752,LAX,LAS,587,476,61
2023,10,14,AirlineB,7543,DFW,SEA,495,256,577
2021,8,11,AirlineB,4582,ATL,BOS,239,429,488
2022,1,9,AirlineD,4681,LAX,LAS,534,2,178
2023,1,24,AirlineE,4657,DFW,MSP,174,451,434
2022,1,23,AirlineC,2104,IAH,LAS,345,494,479
2022,12,11,AirlineB,3287,DFW,SEA,470,258,318
2021,8,22,AirlineA,6539,PHX,DEN,-7,101,154
2021,2,6,AirlineC,1434,ORD,SEA,59,47,54
2023,1,24,AirlineC,9835,LAX,SFO,566,441,691
2022,11,4,AirlineE,2674,JFK,SFO,174,53,235
2021,12,3,AirlineA,5119,ATL,SEA,21,51,441
2022,11,17,AirlineB,1053,ATL,CLT,589,160,525
2022,12,22,AirlineE,9279,SLC,SFO,489,-24,126
2021,4,9,AirlineB,1319,ATL,DEN,47,162,236
2022,4,6,AirlineD,7118,DFW,MSP,488,262,268
2022,5,27,AirlineC,3167,ATL,MIA,227,258,210
2021,1,3,AirlineD,3287,JFK,MSP,51,426,57
2023,11,3,AirlineC,3060,PHX,DEN,552,238,371
2022,6,24,AirlineD,6930,SLC,BOS,470,290,604
2023,4,8,AirlineE,2291,JFK,LAS,389,446,517
2022,7,15,AirlineD,6573,ORD,SFO,364,399,70
2021,6,13,AirlineB,3504,PHX,MIA,414,146,199
2023,3,7,AirlineA,4657,IAH,CLT,123,247,390
2021,1,16,AirlineD,9785,DFW,BOS,203,164,543
2023,12,16,AirlineD,1188,ORD,CLT,31,331,153
2021,6,23,AirlineD,9645,DFW,SFO,210,501,551
2021,7,16,AirlineA,5386,ORD,LAS,288,409,671
2021,10,5,AirlineE,6313,PHX,LAS,101,348,623
2022,2,1,AirlineD,6930,IAH,SEA,184,304,284
2022,11,16,AirlineC,4923,PHX,LAS,169,100,374
2023,10,8,AirlineE,7932,ATL,SEA,470,546,526
2021,6,17,AirlineA,9085,ORD,LAS,53,511,547
2022,10,24,AirlineC,4257,SLC,MSP,167,252,191
2022,1,16,AirlineB,6977,JFK,LAS,334,464,620
2021,5,11,AirlineD,4456,ATL,SEA,581,589,168
2022,12,2,AirlineB,9689,DFW,SEA,355,403,56
2022,5,7,AirlineB,1525,JFK,MIA,401,50,422
2022,3,15,AirlineD,4923,ORD,CLT,291,80,325
2022,5,7,AirlineE,2827,DFW,SFO,570,101,375
2021,2,2,AirlineC,6038,SLC,LAS,115,292,429
2023,1,21,AirlineD,8397,PHX,MSP,152,304,672
2021,11,10,AirlineC,4946,JFK,MIA,105,478,110
2021,3,5,AirlineA,9837,ORD,SEA,64,338,410
2022,2,14,AirlineC,7669,LAX,CLT,380,528,108
2023,7,21,AirlineD,4750,ORD,DEN,182,429,207
2021,5,8,AirlineB,4811,JFK,MIA,200,460,88
2021,4,25,AirlineB,8527,ORD,LAS,300,366,694
2023,7,1,AirlineE,2588,DFW,CLT,-6,394,608
2021,1,7,AirlineE,7912,ATL,SEA,566,473,52
2022,12,3,AirlineE,6930,ORD,MSP,187,125,594
2021,11,24,AirlineE,6313,DFW,LAS,493,367,208
2021,10,9,AirlineC,5741,PHX,BOS,372,92,711
2022,8,1,AirlineD,5342,IAH,SEA,159,85,87
2022,2,24,AirlineB,2307,DFW,SEA,577,280,414
2022,1,21,AirlineB,2290,DFW,SEA,493,-6,362
2021,4,27,AirlineB,8517,ATL,CLT,367,305,513
2022,10,25,AirlineB,9317,SLC,BOS,224,49,676
2021,1,28,AirlineA,9835,JFK,MIA,250,-30,355
2022,7,24,AirlineE,9785,LAX,MIA,346,190,706
2021,7,24,AirlineC,7873,DFW,MSP,-8,274,80
2021,5,5,AirlineC,2827,ATL,DEN,1,457,223
2021,2,3,AirlineB,2827,DFW,BOS,-7,546,536
2021,12,23,AirlineB,5554,LAX,MSP,356,0,83
2022,7,27,AirlineD,2040,ORD,MIA,560,15,717
2021,5,23,AirlineC,5562,SLC,SEA,243,-6,323
2021,4,23,AirlineD,2824,JFK,MSP,542,470,282
2023,12,2,AirlineC,7543,LAX,LAS,437,453,602
2021,6,22,AirlineC,8953,ORD,LAS,325,386,223
2023,7,12,AirlineD,3287,DFW,SFO,476,525,462
2022,7,3,AirlineE,3803,ORD,LAS,337,447,506
2023,11,6,AirlineA,5339,ORD,LAS,523,133,632
2021,4,27,AirlineD,4611,IAH,DEN,483,527,87
2023,2,19,AirlineA,9751,ORD,SEA,312,470,164
2022,12,27,AirlineC,6947,IAH,MSP,194,560,404
2023,7,23,AirlineA,6977,SLC,SFO,162,-30,561
2021,8,5,AirlineA,4750,DFW,SEA,385,280,259
2023,11,4,AirlineB,2679,JFK,MIA,272,93,257
2021,11,3,AirlineA,3803,SLC,DEN,402,336,457
2021,12,20,AirlineC,5339,IAH,LAS,183,281,483
2023,10,16,AirlineE,3103,JFK,CLT,2,481,372
2022,1,9,AirlineD,9085,LAX,MSP,571,329,547
2021,7,2,AirlineD,2545,LAX,CLT,228,526,139
2021,4,24,AirlineA,2827,IAH,LAS,217,588,525
2021,6,10,AirlineE,7939,SLC,SEA,598,390,142
2021,11,5,AirlineE,4770,JFK,CLT,40,484,230
2022,5,23,AirlineE,2489,JFK,BOS,569,90,574
2022,3,15,AirlineC,3045,JFK,BOS,585,309,481
2021,11,5,AirlineA,5741,SLC,CLT,225,-25,441
2023,11,6,AirlineD,1488,DFW,SFO,198,318,642
2022,4,23,AirlineD,1514,LAX,DEN,138,112,180
2023,10,19,AirlineA,2876,SLC,LAS,410,-9,582
2023,6,21,AirlineE,5552,IAH,CLT,4,255,491
2023,12,14,AirlineA,1434,LAX,BOS,336,456,455
2023,4,5,AirlineA,2679,ORD,DEN,554,161,246
2022,11,18,AirlineC,4923,DFW,CLT,38,159,641
2022,2,18,AirlineA,7065,ATL,SFO,277,106,445
2021,6,2,AirlineE,5012,LAX,BOS,569,513,54
2022,3,11,AirlineB,5315,ATL,SEA,456,459,535
2021,2,6,AirlineD,6038,LAX,SFO,100,492,193
2021,8,17,AirlineA,4946,ORD,SEA,393,340,275
2022,7,2,AirlineD,1520,PHX,MSP,-2,167,427
2022,8,20,AirlineB,8749,ORD,CLT,599,491,461
2023,11,6,AirlineB,3705,DFW,CLT,46,413,659
2021,7,3,AirlineE,8359,ORD,MIA,348,254,447
2022,8,21,AirlineC,7572,PHX,BOS,451,493,544
2022,12,19,AirlineE,1117,ORD,CLT,315,63,546
2022,9,17,AirlineE,7537,LAX,BOS,244,247,340
2023,9,8,AirlineC,4483,ATL,SEA,326,283,241
2022,9,22,AirlineD,4598,DFW,MSP,162,597,187
2023,5,7,AirlineC,9423,PHX,SEA,443,565,577
2021,2,24,AirlineC,8177,ATL,SEA,582,315,232
2023,8,12,AirlineB,1771,SLC,BOS,551,440,595
2022,3,9,AirlineE,9928,DFW,DEN,355,533,447
2021,2,7,AirlineC,2743,SLC,BOS,493,551,475
2021,5,2,AirlineD,6107,SLC,DEN,457,417,441
2022,2,5,AirlineB,2674,PHX,MIA,12,41,329
2021,9,18,AirlineC,2519,LAX,MSP,179,10,625
2021,1,4,AirlineC,4295,DFW,BOS,410,216,281
2021,10,20,AirlineE,7669,DFW,LAS,212,125,68
2023,10,11,AirlineB,2291,IAH,SEA,524,-13,209
2021,10,24,AirlineE,7216,SLC,DEN,67,222,461
2021,4,15,AirlineE,7201,ORD,SEA,256,79,48
2021,11,10,AirlineD,2133,IAH,CLT,188,207,147
2021,7,23,AirlineD,9797,ORD,MSP,599,359,68
2023,5,7,AirlineD,1188,PHX,LAS,-9,481,564
2023,7,27,AirlineD,9645,ATL,LAS,117,49,660
2023,11,13,AirlineB,3621,ATL,SEA,291,331,459
2022,4,23,AirlineC,7065,IAH,CLT,-6,546,294
2023,12,3,AirlineD,9423,JFK,MSP,555,323,413
2022,1,16,AirlineD,8953,SLC,MSP,61,417,306
2022,4,9,AirlineC,5010,SLC,SFO,142,194,644
2023,9,20,AirlineE,5741,JFK,MSP,343,19,279
2021,12,6,AirlineA,4470,JFK,BOS,51,507,306
2022,3,10,AirlineB,1188,DFW,SFO,204,389,364
2021,9,3,AirlineB,1106,JFK,SFO,265,531,526
2022,3,8,AirlineA,5741,LAX,DEN,73,245,228
2023,2,25,AirlineD,6038,PHX,SFO,126,516,236
2021,1,11,AirlineB,8062,DFW,MIA,482,486,103
2022,3,6,AirlineA,8433,ORD,SFO,217,593,421
2023,5,15,AirlineB,2827,ORD,DEN,224,135,700
2023,1,3,AirlineD,2584,JFK,BOS,441,511,546
2023,7,18,AirlineE,8953,IAH,CLT,502,332,665
2023,12,27,AirlineD,7669,DFW,MSP,140,485,556
2021,1,7,AirlineA,3705,PHX,BOS,88,588,467
2022,7,10,AirlineC,2679,PHX,CLT,173,-14,265
2022,11,25,AirlineB,6573,ORD,BOS,375,220,190
2021,4,15,AirlineC,3927,IAH,CLT,446,350,254
2022,3,14,AirlineA,5374,ORD,DEN,272,353,99
2022,8,13,AirlineD,7873,DFW,LAS,494,534,533
2021,8,3,AirlineC,7482,ATL,BOS,488,139,56
2021,3,24,AirlineE,7216,JFK,MIA,491,193,690
2023,6,1,AirlineD,3621,PHX,CLT,325,304,336
2022,1,26,AirlineE,9727,LAX,CLT,469,413,571
2021,11,25,AirlineE,4510,LAX,SFO,356,308,495
2023,12,21,AirlineC,6635,ORD,SEA,65,363,327
2022,4,2,AirlineA,7572,JFK,SFO,169,398,627
2021,7,26,AirlineB,9669,DFW,SEA,-30,37,212
2021,5,24,AirlineD,1434,ATL,CLT,139,475,161
2021,11,15,AirlineC,4470,PHX,CLT,234,560,616
2023,12,11,AirlineC,9689,ORD,BOS,578,221,276
2021,7,16,AirlineC,7482,DFW,CLT,384,22,650
2022,5,4,AirlineB,4923,ATL,SEA,224,445,201
2021,12,18,AirlineE,8019,IAH,MSP,399,550,384
2022,2,8,AirlineB,4295,SLC,DEN,291,28,491
2022,7,5,AirlineD,1053,JFK,LAS,349,91,360
2021,8,16,AirlineD,3060,ATL,MSP,410,210,338
2021,10,26,AirlineB,3340,ORD,LAS,577,355,129
2021,2,3,AirlineA,1711,IAH,CLT,64,125,97
2021,8,6,AirlineA,2584,DFW,LAS,335,555,134
2021,3,10,AirlineC,7924,JFK,DEN,10,599,45
2021,3,13,AirlineD,5552,DFW,BOS,600,508,118
2023,5,5,AirlineA,8123,DFW,SFO,497,68,553
2023,4,23,AirlineC,2424,IAH,LAS,136,454,508
2022,9,10,AirlineC,5061,IAH,MSP,210,286,379
2021,4,15,AirlineB,6413,ORD,MIA,51,30,646
2021,3,4,AirlineD,2519,ORD,DEN,259,310,372
2023,4,23,AirlineD,1188,IAH,DEN,535,571,354
2023,4,16,AirlineA,7543,ORD,MSP,166,323,112
2021,1,27,AirlineC,2489,ORD,CLT,444,377,376
2022,3,27,AirlineC,4981,IAH,LAS,550,158,52
2021,5,14,AirlineA,3927,PHX,SFO,13,113,290
2023,10,16,AirlineC,2307,ORD,MSP,9,-21,691
2022,12,11,AirlineE,4593,PHX,MIA,77,464,558
2021,4,5,AirlineC,1117,DFW,MSP,511,574,672
2023,4,14,AirlineA,2827,DFW,CLT,15,261,385
2021,7,19,AirlineA,1053,IAH,CLT,593,555,281
2022,10,8,AirlineD,3677,DFW,MIA,204,563,305
2022,5,1,AirlineE,3664,JFK,SEA,430,214,451
2021,7,2,AirlineA,5422,IAH,MIA,483,283,659
2023,1,16,AirlineE,7227,DFW,DEN,210,368,619
2023,6,6,AirlineE,5061,ATL,MIA,409,51,381
2023,4,16,AirlineA,7924,ORD,BOS,143,269,308
2022,3,14,AirlineB,4510,ORD,LAS,69,265,361
2023,12,18,AirlineA,7873,ORD,DEN,-27,215,112
2022,3,4,AirlineD,3340,LAX,CLT,493,95,537
2023,10,9,AirlineA,5304,LAX,LAS,150,367,238
2023,5,24,AirlineA,9835,LAX,DEN,136,119,395
2021,9,27,AirlineE,4733,SLC,LAS,0,318,443
2022,2,26,AirlineE,7939,IAH,SEA,141,164,680
2023,8,25,AirlineE,8749,LAX,SEA,476,540,513
2022,6,21,AirlineC,5741,JFK,MIA,433,162,48
2023,6,1,AirlineC,2982,PHX,MSP,-23,292,519
2021,3,27,AirlineA,8787,LAX,SFO,454,476,611
2023,12,25,AirlineC,6514,JFK,LAS,221,289,594
2022,5,2,AirlineA,4811,DFW,SFO,234,358,201
2022,6,28,AirlineD,7873,PHX,DEN,480,285,352
2022,1,1,AirlineC,9179,ORD,DEN,110,507,662
2023,2,12,AirlineA,3615,DFW,LAS,295,96,232
2023,4,19,AirlineA,7065,JFK,BOS,288,533,599
2021,12,18,AirlineE,1964,DFW,BOS,72,383,86
2022,7,3,AirlineC,8573,JFK,SFO,40,66,647
2021,2,16,AirlineA,8433,PHX,MSP,524,79,315
2021,10,18,AirlineB,4611,PHX,SFO,159,552,151
2023,1,16,AirlineB,4510,ORD,SFO,491,214,462
2021,11,17,AirlineC,8962,ATL,CLT,530,213,105
2022,4,20,AirlineD,4733,DFW,LAS,109,384,649
2022,10,10,AirlineC,2169,LAX,MSP,231,589,554
2021,2,13,AirlineE,1750,DFW,SFO,560,158,701
2023,2,22,AirlineB,7224,JFK,SEA,225,17,118
2023,7,5,AirlineB,5422,LAX,MIA,185,83,59
2022,2,11,AirlineB,5371,ORD,SFO,96,347,377
2022,7,22,AirlineE,1117,DFW,CLT,176,119,256
2022,6,7,AirlineB,9317,SLC,BOS,417,20,303
2021,7,15,AirlineB,9279,JFK,CLT,506,266,253
2022,2,10,AirlineB,6313,DFW,SFO,406,-16,529
2023,2,19,AirlineD,5040,DFW,SEA,430,175,327
2022,7,9,AirlineB,5315,ATL,CLT,106,-13,285
2023,8,13,AirlineB,6038,ORD,DEN,244,349,579
2022,12,4,AirlineC,4681,DFW,MSP,-10,34,625
2021,4,10,AirlineC,5374,ORD,CLT,511,-27,197
2021,6,25,AirlineE,7252,PHX,MIA,462,168,236
2021,12,10,AirlineD,3803,DFW,SEA,381,586,623
2023,6,4,AirlineD,8433,ATL,SEA,302,16,389
2022,8,25,AirlineB,6310,PHX,CLT,203,411,620
2021,12,3,AirlineA,4946,ORD,SEA,390,14,254
2022,7,18,AirlineA,6574,SLC,SFO,196,189,268
2022,2,2,AirlineC,5506,IAH,DEN,257,572,505
2021,2,11,AirlineB,7932,LAX,DEN,226,582,594
2023,11,25,AirlineB,1488,SLC,BOS,524,141,718
2023,12,1,AirlineD,5554,IAH,LAS,72,60,560
